MUSIC 3621,Kilburn,A,Fall 2019,78,,"B+ (FA19, Levitsky) B+ (FA17)",
MUSIC 4621,Kilburn,A,Fall 2019,17,,B+ (SP18),
PAM 2350,Nicholson,A,Fall 2020,344, ,,
PHIL 2300,Kocurek,A,Fall 2020,38,,"B+ (FA18, nicholson) ",
PHIL 2621,Starr,A,Fall 2019,70,,"A- (FA19, Krasicky) B+ (SP19) with Fulbright",
PHYS 2217,Elser,A,Fall 2020,12, ,"A (SP17 with leclair); A (FA17 with Arias); B+ (SP19 with Arias, 52 students)",
PHYS 4443,Kin Fai Mak,A,Spring 2018,25,,"A- (FA19, Pizarro) Fall 2018 (A)",
PSYCH 1101,Pizarro,A,Fall 2020,956, ,A- (SP18),
PSYCH 1103,Pizarro/Werth/Others,A,Fall 2018,29,PSYCH 1101 opt supplement,,
PSYCH 1140,Moyal,A,Spring 2019,15,,,
RELST 2575 / NES 2575,Tenney,A,Spring 2019,71,,"A (SP19, Garip) A- (FA19 Bischoff), A (SP18 with Haskins), A- (FA17 with Garip)",
ROMS 1102,Various (FWS),A,Spring 2019,78,,,
ROMS 1109 (FWS),Huelster,A,Spring 2018,15,,,
SOC 1101,Bischoff,A,Fall 2020,258, ,A- (SP18) B+ (SP19),
STS 3011,Roebuck,A,Fall 2019,74,,,
"University Statement: Please see the Classes and Campus Activities statement pertaining to the Fall 2021 semester. After reviewing, complete the attestation in Daily Check in order to participate in pre-enroll.",Moghimi,A,Spring 2019,55,,"A+ (FA20, Kushnir) ",
,Truhlar,A,Fall 2017,90,,,
,Lewis,A,Fall 2020,235, ,"B+ (SP19, Sinclair) ",
NTRES 2100,Goebel,A,Fall 2021,49,,,
,Mahiques,∂,Fall 2020,99, ,,
